ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
甲子(갑자),丁巳(정사),82,핫쿨 불꽃 케미,"차분한 숲속의 나무(甲子)와 화려한 태양 같은 불꽃(丁巳)이 만났으니 텐션 세계관이 완전 반전 매력! 갑자님의 릴랙스한 쿨함에 정사님의 핫한 에너지가 더해져 서로의 부족한 온도를 채워주는 시너지가 미쳤다. 때론 자극적이고 때론 포근한, 한 번 빠지면 답도 없는 찐사랑 루트 탈 확률 200%예요.",온도 차에서 오는 짜릿한 밀당 천재 바이브! 정사님이 리드하고 갑자님이 은근하게 받아주는 모습이 마치 하이틴 영화 주인공 같은 케미 폭발 데이트!,서로 다른 에너지 속도를 리스펙해주기! 정사님의 직진에 갑자님이 가끔 당황해도 ‘나를 향한 찐사랑이구나’ 하고 웃어넘기면 관계 지수 무한 상승!,"성수동 팝업스토어, 야간 루프탑 바, 락 페스티벌",2026-03-07 00:01:03
甲子(갑자),壬戌(임술),85,든든 갓생 커플,"곧게 뻗은 나무(甲)와 광활한 대지 위 호수(壬戌)가 만난 갓벽 조합! 임술님의 깊고 넓은 포용력이 갑자님의 아이디어를 쑥쑥 키워주는 상호성장형 텐션이에요. 서로의 커리어와 자존감을 수직 상승시켜 주는 시너지 미쳤다! 함께 있을 때 정서적 안정감이 남다른, 그야말로 서로가 서로에게 안식처가 되어주는 소울메이트 각입니다.",차분하면서도 럭셔리한 으른 연애 바이브! 서로의 일상을 존중하면서도 중요한 순간엔 누구보다 확실하게 편들어주는 찐사랑 스타일이에요.,"가끔은 속마음을 ‘공유 버튼’ 눌러서 솔직하게 보여주기! 서로를 너무 배려하느라 참는 것보다, 가벼운 티키타카로 서운함을 녹이면 연애 지수 폭발!","와인 바, 북캉스, 프라이빗 요가 클래스",2026-03-07 00:01:43
乙丑(을축),丁卯(정묘),89,꽃길 힐링 케미,겨울을 버틴 단단한 꽃(乙)과 따스한 봄날의 등불(丁)이 만난 갓벽 서사! 을축님의 끈기 있는 멘탈을 정묘님의 다정한 온기가 녹여주니 정서적 시너지 미쳤다. 서로의 일상에 잔잔한 스며듦이 있는 소울메이트 각! 함께 있으면 세상의 풍파도 다 막아줄 것 같은 무적의 텐션 세계관이에요.,"몽글몽글한 감성 필터 씌운 듯한 바이브! 화려하지 않아도 서로의 눈빛만으로 충전되는 힐링 연애의 정석, 몽글몽글한 찐사랑 스타일입니다.","가끔은 '속마음 라이브' 켜주기! 서로 너무 배려하느라 말을 아끼기보단, 귀여운 생색내기로 애정 확인해주면 연애 전선 이상 무!","식물원 카페, 셀프 스튜디오 촬영, 동네 산책",2026-03-07 00:02:28
乙丑(을축),壬申(임신),83,갓생 시너지,끈기 만렙 꽃송이(乙丑)와 쿨한 지성미의 끝판왕 호수(壬申)가 만난 대박적 만남! 을축님의 성실함에 임신님의 유연한 센스가 더해지면 세상 못 할 게 없는 무적의 텐션 세계관이 열려요. 서로의 부족한 부분을 톱니바퀴처럼 딱 채워주는 성숙한 찐사랑 바이브가 느껴지네요. 함께 있으면 멘탈이 수직 상승하는 갓생 커플 각!,차분하면서도 고급스러운 어른 연애! 핫플 웨이팅도 즐거운 대화로 녹여버리는 지적인 무드가 가득해요. 서로의 커리어를 응원하는 리스펙트 바이브가 포인트!,가끔은 이성적인 대화보다 '몽글몽글한 감성' 한 스푼 섞어주기! 임신님의 쿨함에 을축님이 서운하지 않게 따뜻한 리액션만 장착하면 궁합 지수 폭발!,"팝업 전시회, 루프탑 다이닝, 북카페 정주행",2026-03-07 00:03:21
乙丑(을축),丁丑(정축),80,찰떡 힐링 커플,차분한 대지 위 예쁜 꽃(乙)과 따스한 모닥불(丁)이 만난 포근한 세계관! 두 분 다 든든한 '丑'의 기운을 공유해서 그런지 처음 만나도 구면 같은 편안함이 미쳤다! 서로의 속도에 맞춰 천천히 스며드는 찐사랑 바이브가 예술이에요. 을축님의 인내심과 정축님의 열정이 만나면 멘탈 케어까지 완벽한 소울메이트 각!,화려한 핫플보다 우리만 아는 아지트에서 수다 떠는 몽글몽글한 바이브! 같이 있으면 세상 무해한 힐링 텐션이 뿜뿜해요.,가끔은 서로 너무 속마음을 아끼지 말고 팩폭 대신 ‘사랑해’ 한 마디 더 해주기! 적극적인 애정 표현 한 스푼이면 케미 폭발 확정!,"LP 바 투어, 프라이빗 캠핑, 도자기 공방",2026-03-07 00:04:13
乙丑(을축),壬午(임오),81,단짠 성장형 커플,차분한 겨울 꽃(乙)과 자유로운 호수 위의 태양(壬午)이 만난 역대급 반전 케미! 을축님의 묵묵한 내공과 임오님의 톡톡 튀는 에너지가 섞이면 지루할 틈 없는 연애 텐션이 폭발해요. 서로의 다른 템포가 오히려 새로운 자극이 되어주는 성장형 세계관! 함께할수록 인생의 스펙트럼이 넓어지는 찐시너지가 미쳤다!,정적인 힐링과 동적인 액티비티를 오가는 롤러코스터 바이브! 임오님이 힙한 핫플로 끌어주면 을축님이 감성 한 스푼 더하는 밀당 천재 스타일이에요.,서로의 ‘충전 방식’이 다르다는 걸 인정해주기! 임오님의 외향 텐션과 을축님의 혼자만의 시간을 골고루 섞어주면 애정 지수 무한 상승!,"서핑 레슨, 테라스 카페, 야구장 직관",2026-03-07 00:04:53
乙丑(을축),丁亥(정해),88,포근 촉촉 케미,"을축의 단단한 대지와 정해의 따뜻한 호수가 만난 갓벽한 밸런스! 을축이 든든하게 중심을 잡아주면 정해가 로맨틱한 텐션을 더해주는 구조예요. 서로의 부족한 온기를 채워주는 상호보완적 에너지가 미쳤고, 시간이 갈수록 신뢰가 쌓이는 찐사랑 세계관을 형성합니다. 서로에게 안식처가 되어주는 안정적인 시너지가 돋보여요.",차분하면서도 다정한 힐링 바이브! 자극적인 것보다 소소한 대화와 눈맞춤이 오가는 편안한 연애 스타일이에요. 서로의 감정을 조용히 서포트하는 '어른 연애'의 정석 같은 케미!,둘 다 속마음을 꾹 참는 '프로 배려러'들이라 가끔은 솔직한 텐션을 터뜨려도 좋아요! 고구마 먹은 듯 답답할 땐 귀여운 어리광으로 텐션을 환기해주면 관계가 더 쫀득해질 거예요.,"LP바 데이트, 심야 영화, 호캉스",2026-03-07 00:05:40
乙丑(을축),壬辰(임진),82,갓생 성장형 커플,차분한 갯벌 같은 을축과 거대한 바다 같은 임진의 만남! 임진의 에너지가 을축에게 영양분을 팍팍 공급해주는 구조라 시너지가 미쳤어요. 을축의 현실적인 리드와 임진의 스케일 큰 추진력이 합쳐지면 서로를 레벨업시키는 소울메이트 각! 텐션이 잔잔하면서도 깊이 있는 어른들의 찐사랑 세계관을 보여주네요.,함께 미래를 설계하며 서로의 성장을 응원하는 갓생 바이브. 같이 있을 때 가장 든든하고 편안한 안정감 만렙 데이트가 특징이에요.,"가끔 서로의 고집이 부딪힐 때가 있지만, 이건 더 나은 방향을 찾으려는 열정일 뿐! 솔직한 대화로 한 번만 맞춰주면 신뢰도 폭발하는 무적의 케미 완성!","대형 서점 투어, 오션뷰 드라이브, 전시회 관람",2026-03-07 00:06:23
乙丑(을축),丁酉(정유),95,운명적 갓벽 케미,금 기운 가득한 정유와 흙 기운의 을축이 만나면? 이건 완전 보석함 그 자체! 을축이 든든한 대지가 되어주면 정유가 그 위에서 화려하게 빛나는 시너지 미친 조합이에요. 서로의 부족한 부분을 자석처럼 끌어당기는 '찰떡 텐션'이라 한 번 빠지면 헤어 나올 수 없는 소울메이트 각 제대로 떴습니다!,세련되고 힙한 '워너비 커플' 바이브! 남들 시선 신경 안 쓰고 둘만의 고급스러운 무드에 취하는 스타일이에요. 은근한 소유욕이 섞인 쫀쫀한 연애 텐션!,"둘 다 완벽주의 기질이 살짝 있어서 가끔 예민해질 수 있지만, 이건 서로에게 최고가 되고 싶은 예쁜 마음일 뿐! '오히려 좋아' 마인드로 여유 한 스푼만 더하면 찐사랑 완성!","와인 바, 팝업 스토어, 야경 드라이브",2026-03-07 00:07:08
乙丑(을축),壬寅(임인),85,생기 뿜뿜 케미,차분한 갯벌 같은 을축 위에 시원한 강물 임인과 파릇파릇한 숲이 만난 격! 임인이 을축에게 끊임없이 신선한 자극과 에너지를 퍼부어주니 텐션이 마를 틈이 없어요. 을축이 든든한 현실 조언자가 되어주면 임인이 판을 키우는 시너지 미쳤다! 서로를 성장시키는 '갓생 커플'의 정석이자 찐사랑 세계관이에요.,에너지 넘치는 활동형 연애! 조용한 카페보다는 힙한 핫플이나 액티비티를 즐기며 도파민 폭발하는 바이브를 선호해요. 같이 있으면 웃음 끊길 일 없는 유쾌한 텐션!,"임인의 거침없는 추진력에 을축이 살짝 당황할 수 있지만, 이건 서로의 속도를 맞춰가는 설레는 과정일 뿐! 가끔은 템포 조절하며 서로의 마음을 확인하는 '느림의 미학'만 챙기면 갓벽해요.","테마파크, 러닝 크루, 페스티벌",2026-03-07 00:08:02
乙丑(을축),丁未(정미),72,단짠 성장형 커플,차분하고 현실적인 을축과 뜨거운 열정의 정미가 만난 반전 매력 텐션! 서로 정반대의 온도를 가졌기에 첫눈에 스파크가 튀는 '자극 끝판왕' 궁합이에요. 을축의 안정감에 정미의 화력이 더해지면 서로의 세계관을 넓혀주는 역대급 시너지가 터집니다. 서로 달라서 더 끌리는 찐사랑 서사 그 자체!,치열하게 토론하다가도 금방 뜨거워지는 불꽃 바이브! 서로의 가치관을 공유하며 자극을 주고받는 '밀당 천재'들의 데이트 분위기가 흘러넘쳐요.,"가끔은 서로의 고집이 맞붙을 수 있지만, 이건 서로를 너무 아끼는 마음에서 나오는 텐션일 뿐! '오히려 좋아' 마인드로 상대의 다름을 리스펙트하면 관계가 더 쫀득해져요.","핫플 맛집 웨이팅, 원데이 클래스, 루프탑 바",2026-03-07 00:08:47
乙丑(을축),壬子(임자),92,찰떡 꿀조합,"차분한 갯벌 같은 을축과 깊고 푸른 바다 임자가 만난 운명적 세계관! 임자가 을축에게 아낌없는 영양분을 퍼부어주니 을축의 생명력이 무한대로 레벨업되는 구조예요. 서로가 서로의 부족한 부분을 자석처럼 채워주는 찰떡 텐션이라, 한 번 시작하면 헤어 나올 수 없는 찐사랑 시너지가 미쳤습니다!",서로의 무의식까지 공유하는 깊은 소울메이트 바이브. 말하지 않아도 통하는 은밀하고 다정한 분위기 속에서 둘만의 몽글몽글한 힐링 타임을 즐기는 스타일이에요.,"둘 다 생각이 깊어서 가끔은 진지해질 수 있지만, 이건 서로를 너무 아끼는 마음일 뿐! 가끔은 아무 생각 없이 텐션 높여 놀아주면 관계가 더 쫀득해질 거예요.","심야 수족관, 재즈 바, 비 오는 날 드라이브",2026-03-07 00:09:25
乙丑(을축),丁巳(정사),94,풀파워 캠핑 케미,"차분한 갯벌 을축 위에 화끈한 태양 정사가 떠오른 형상! 을축이 정사에게 땔감이 되어주고, 정사는 을축의 보석을 빛내주니 시너지 미쳤다! 서로의 존재가 곧 든든한 백업이 되는 윈윈 세계관이에요. 텐션이 잔잔하다가도 한 번 불붙으면 아무도 못 말리는 찐사랑 각 제대로 떴습니다.",낮에는 각자 갓생 살다가 밤에 만나면 텐션 폭발하는 스타일! 세련되면서도 서로에게만은 무장해제되는 반전 바이브가 매력적이에요.,"가끔 정사가 너무 앞서나갈 때 을축이 당황할 수 있지만, 이건 서로의 속도를 맞춰가는 설레는 빌드업일 뿐! '오히려 좋아' 마인드로 즐기면 갓벽해요.","캠프파이어, 팝업 스토어, 글램핑",2026-03-07 00:10:15
乙丑(을축),壬戌(임술),78,든든 존버 커플,"차분한 갯벌 을축과 광활한 대지의 파도 임술이 만난 묵직한 세계관! 서로 다른 땅의 기운을 가졌지만, 임술의 촉촉한 수 기운이 을축의 성장을 도와주는 시너지 미쳤다! 처음엔 밀당 천재들 같아도 시간이 갈수록 서로에게 스며드는 찐사랑 서사예요. 은근히 서로를 지탱해주는 텐션이 예술!",화려한 겉치레보다 실속 있는 갓생 연애 바이브! 서로의 커리어를 리스펙하며 조용히 맛집 도장 깨기 하는 안정감 만렙 데이트 스타일이에요.,둘 다 속마음을 아끼는 편이라 가끔은 텐션이 루즈해질 수 있어요. 그럴 땐 '오히려 좋아' 마인드로 먼저 애정 표현 팍팍 해주면 관계가 더 쫀득해질 거예요!,"미술관 산책, 야경 드라이브, LP 바",2026-03-07 00:11:08
丙寅(병인),丁卯(정묘),92,활활 시너지,태양 같은 병인과 달빛 같은 정묘가 만난 갓벽한 조합! 둘 다 나무(木)의 응원을 받는 불(火) 에너지라 같이 있으면 텐션이 수직 상승해요. 서로의 열정을 무한 리필해 주는 관계라 꿈도 사랑도 같이 키워가는 '확신의 성장형 커플' 등극! 에너지가 워낙 뿜뿜해서 주변 사람들까지 입덕시키는 핫한 아우라가 특징이에요.,둘이 있으면 세상에서 제일 시끄럽고 즐거운 재질! 리액션 맛집이라 대화만 해도 도파민 터지는 바이브예요. 서로가 서로의 1호 팬이 되어주는 찐사랑 모먼트가 가득해요.,둘 다 에너지가 너무 핫해서 가끔은 감정 과부하가 올 수 있어요! 그럴 땐 10분만 각자 '멍 때리기' 타임을 가지면 평화로운 갓생 연애 쌉가능!,"페스티벌 직관, 팝업스토어 오픈런",2026-03-07 00:12:09
丙寅(병인),壬申(임신),82,다이내믹 케미,"뜨거운 태양 병인과 쿨한 바다 임신이 만난 역대급 텐션 세계관! 서로 정반대의 매력에 홀린 듯 끌리는 '자석 커플'이에요. 불꽃 같은 열정과 차가운 지성이 만나면 시너지가 미쳤다 소리 절로 나오죠. 서로의 루틴을 자극하며 함께 레벨업하는 갓생 연애의 정석이자, 지루할 틈 없는 드라마틱한 궁합입니다.",에너지 폭발하는 액티비티 데이트 바이브! 말 한마디에도 티키타카가 살아있는 밀당 천재들의 만남이라 연애 텐션이 늘 팽팽해요.,가끔 서로의 스피드가 다를 땐 '쉼표'가 필요해요! 상대방의 속도에 맞춰주는 배려 한 스푼이면 평생 소울메이트 각 확정입니다.,"서핑 원데이 클래스, 힙한 루프탑 바",2026-03-07 00:12:58
丙寅(병인),丁丑(정축),88,보조배터리 케미,에너자이저 태양 '병인'과 은근한 매력의 촛불 '정축'이 만난 따뜻한 조합! 병인이 앞장서서 텐션을 끌어올리면 정축이 꼼꼼하게 내실을 다져주는 찰떡 시너지가 미쳤다! 서로 다른 불의 온도차가 오히려 연애 세계관을 풍성하게 만들어줘요. 같이 있으면 마음이 든든해지는 확신의 소울메이트 각입니다.,화끈한 리액션과 차분한 공감이 공존하는 믹스매치 바이브! 겉으로는 힙하고 핫한데 속으로는 세상 따뜻한 반전 매력 커플이에요.,병인의 속도감과 정축의 신중함이 부딪힐 땐 '밀당 천재' 모드 발동! 서로의 템포를 리스펙해주면 연애 텐션이 평생 유지돼요.,"LP 바 투어, 심야 전시회",2026-03-07 00:13:43
丙寅(병인),壬午(임오),95,텐션 세계관,"태양 같은 병인과 호수 같은 임오의 만남! 불(火)과 물(水)이 만났는데 오히려 밸런스 미쳤다! 서로의 강렬한 에너지를 조절해 주는 완벽한 파트너예요. 특히 인오(寅午) 에너지가 합쳐지면서 연애 텐션이 폭발하는데, 이건 거의 운명적인 소울메이트 각! 서로를 빛나게 해주는 역대급 시너지 커플입니다.",어디를 가든 주인공이 되는 힙한 바이브! 화끈한 표현력과 쿨한 뒤끝이 섞여서 지루할 틈 없는 드라마틱한 연애를 즐기는 스타일이에요.,둘 다 에너지가 너무 핫해서 가끔 감정이 과몰입될 수 있어요! 그럴 땐 릴스 찍으면서 텐션 분산해주면 찐사랑 모드 유지 쌉가능!,"뮤직 페스티벌, 드라이브 투어",2026-03-07 00:14:30
丙寅(병인),丁亥(정해),98,갓벽한 합체,뜨거운 태양 병인과 신비로운 호수 정해가 만난 역대급 '인해(寅亥) 합' 조합! 서로의 부족함을 빛의 속도로 채워주는 시너지 미쳤다! 불과 물의 만남이지만 서로를 밀어주는 에너지가 뿜뿜해서 같이 있으면 운명이라는 게 실감 나는 텐션 세계관이에요. 2026년 인스턴트 연애 시대에 보기 드문 찐사랑 소울메이트 각!,"낮에는 핫한 카페 투어, 밤에는 딥한 대화로 꽉 채우는 밀도 높은 바이브! 서로에게만 집중하는 몰입도가 높아서 남들 눈엔 둘만 딴 세상인 느낌이에요.",둘만의 세계가 너무 완벽해서 가끔 주변 친구들을 잊을지도? 가끔은 더블 데이트로 이 미친 케미를 널리 자랑해 보는 걸 추천!,"심야 드라이브, 오마카세 데이트",2026-03-07 00:15:22
丙寅(병인),壬辰(임진),85,파워 밀당 케미,활활 타오르는 태양 병인과 깊고 넓은 바다 임진이 만난 블록버스터급 텐션 세계관! 서로 에너지가 워낙 강력해서 만날 때마다 도파민이 폭발해요. 불과 물의 짜릿한 만남이 서로를 성장시키는 기폭제가 되어주는 역대급 성장형 커플! 서로의 넘치는 텐션을 컨트롤해주며 시너지가 미쳐버리는 갓벽한 조합입니다.,어디서든 주목받는 주인공 바이브! 티격태격하다가도 금세 찐사랑 모드로 전환되는 드라마틱한 데이트를 즐기는 타입이에요.,둘 다 개성이 뚜렷해서 가끔은 양보 없는 밀당이 펼쳐질 수도! '져주는 게 이기는 것'이라는 마인드만 장착하면 찐 소울메이트 각 확정!,"요트 투어, 인피니티 풀",2026-03-07 00:16:14
丙寅(병인),丁酉(정유),89,블링블링 케미,활활 타오르는 태양 병인과 반짝이는 보석 같은 정유가 만난 비주얼 폭발 조합! 서로 화(火) 기운을 공유하면서도 병인의 든든한 나무 에너지가 정유의 세련된 금 에너지를 화려하게 비춰줘요. 같이 있으면 서로의 매력이 200% 생존하는 시너지 미친 세계관! 서로를 돋보이게 해주는 럭셔리한 텐션이 특징인 성장형 커플이에요.,인스타 감성 낭랑한 핫플 도장 깨기 스타일! 센스 넘치는 정유와 추진력 갑 병인이 만나면 찍는 것마다 인생샷 건지는 갓벽한 데이트 바이브가 완성돼요.,"둘 다 자기주장이 힙해서 가끔 의견이 갈릴 수 있지만, '맛있는 거 먹기' 한 번이면 금방 찐사랑 모드로 복귀! 서로의 취향을 존중해 주면 소울메이트 각 확정!","편집숍 투어, 와인바 데이트",2026-03-07 00:16:55
丙寅(병인),壬寅(임인),88,도파민 폭발,태양 같은 병인과 바다 같은 임인이 만난 역대급 '수화기제' 텐션 세계관! 두 사람 모두 영리한 호랑이(寅) 기운을 품고 있어 티키타카 시너지가 미쳤다 소리 절로 나와요. 불과 물이 만나 적절한 온도를 유지하며 서로를 레벨업시키는 성장형 커플의 정석! 같이 있으면 지루할 틈 없는 갓벽한 소울메이트 각입니다.,어디서든 주목받는 힙한 주인공 바이브! 창의적인 대화가 끊이지 않고 서로의 열정을 리스펙트하는 쿨하고 핫한 데이트 분위기가 특징이에요.,둘 다 에너지가 너무 뿜뿜해서 가끔 고집이 부딪힐 수 있어요! 그럴 땐 맛집 웨이팅하며 텐션을 조절해주면 찐사랑 모드 유지 쌉가능!,"팝업스토어 오픈런, 테마파크 투어",2026-03-07 00:17:42
